매물종류,거래방식,가격,위치,거리,소재지,매물특징,계약/전용면적,해당층/총층,융자금,월관리비,방향,입주가능일,주차가능여부,총사무실수,총주차대수,난방(방식/연료),사용승인일,건축물 용도,매물번호,매물설명,중개사,중개보수,상한요율
일반상가,월세,"2억 9,000/2,900","(-9431.55, -2376.05)",62.83855805558125,서울시 강남구 신사동,실사진O 도산공원뷰 1층2층 연층사용 대형평수,515㎡/515㎡(전용률100%),1/5층,없음,0원,북향(주된 출입구 기준),즉시입주,가능,정보 없음,11대,-/-,2001.03.14,제2종 근린생활시설,2326631845,"──────────▣세부임대내역▣─────── &■ 임대료: 보증금 2억9천만/ 월세 2,900만 &■ 해당층 : 1층&■ 주차 : 11대&■ 권리유무: 무&────────── ▣상세정보▣─────────&■ 도산공원뷰 접근성 매우 좋은 유동인구 多&■ 1,2층 연층사용 매우넓은 대형평수!! &■ 깔끔한 상태로 바로 입주 가능합니다! &■ 각층 분리형 화장실&■ 병원. 미용실, 전시장, 갤러리, 쇼룸등 다양한 업종가능 문의주세요! &&&■ 금액 조절 , 렌트프리 협의.&■ 상단 매물번호 를 말씀해 주시면 더욱 신속한 상담가능.&&───────────NOBLE───────────&▶주식회사 강남노블부동산중개법인&▶ 강남구 도산대로89길 35, 1층&▶ Tel: 02-554-5411&&─────────────────────────&▶ 궁금하신 점 문의 주시면 진정성 있는 컨설팅으로 & 도와 드리겠습니다!!!&▶ 시간낭비하시지 않도록 최선의 물건으로 중개해드리겠습 & 니다!!!&▶ 100% 실매물 실사진(허위광고 NO)&▶ 강남 서초 일대 상가 사무실 매물 다수 확보!!!!&─────────────────────────&※임대인을 통한 정확한 매물정보와 직접 촬영한 최신 & 실사진으로 정확하고 신뢰감있는 중개를 약속합니다.","주식회사 강남노블부동산중개법인길찾기
대표서시은등록번호
소재지
서울특별시 강남구 도산대로89길 35 청담범신칼릭스빌2차 (청담동, 청담범신칼릭스빌2차)
전화02-554-5411,010-8933-5333
최근 3개월 집주인확인 15건
매매1전세1월세252단기0","최대 2,871만원(VAT 별도)",0.9%
일반상가 윤빌딩,월세,"5억/5,000","(-9431.55, -2376.05)",62.83855805558125,서울시 강남구 신사동,"실사진O,하우스도산인근,쇼룸 겸 사옥 추천,무권리,자주식11대,즉시입주",750㎡/750㎡(전용률100%),1/5층,없음,0원,북향(주된 출입구 기준),즉시입주,가능,정보 없음,11대,개별냉난방/도시가스,2001.03.14,제2종 근린생활시설,2326607599,"공간에 보다 높은 가치를 채웁니다.&010.4041.5055&&☆ Key Point ☆&보 5억 /월5,000만/ 관리비 포함&전용222평 / 1층 + 2층 +3층 +4층 / 無권리/ 도산공원상권/ 업종협의 &&▨ 매물브리핑 ▨ &&▶ 임차 조건: 5억 / 5,000만원 /관리비 포함&▶ 해 당 층: 1층 + 2층 +3층 +4층&▶ 면 적 : 전용 222평&▶ 구 조 : (층별) 1홀 + 내부 남/여 화장실& 3층과 4층 - 창고와 테라스 有&▶ 권 리 금 : 無&▶ 위 치 : 하우스도산 인근&▶ 냉 난 방 : 개별냉난방기 완비&▶ 입주 시기 : 빠른 입주 가능&&&&▨ 매물평 ▨&&- 하우스 도산 인근 &- 인근 보기 드문 대형평형&- 편리한 자주식 11대 주차&- 1층 쇼룸 겸 사옥 용도로 추천& &하우스 도산 인근의 &1 + 2 + 3 + 4층 연층 임차 상가/사무실 소개드립니다.&&근방 보기 드문 대형 평수로 &현재 공실 상태, 빠른 입주 가능합니다.&&건물 외관 통창으로 &간판/썬팅으로 광고 효과 극대화 할 수 있을 듯합니다.&&병원, 쇼룸 겸 사옥, 대형 학원, 산후조리원 등으로 추천드립니다.& && ◈ 부동산채움 공인중개사사무소 ◈&▷소 재 지: 서울 강남구 압구정로 134 , 1층 4호& (신사동, 타워빌딩)&▷등록 번호: 11680-2021-00369 &▷담 당: 황윤정 실장 010-4041-5055","부동산채움공인중개사사무소길찾기
대표황윤정등록번호
소재지
서울특별시 강남구 신사동 549-1 타워빌딩 1층 4호
전화010-4041-5055,010-4041-5055
최근 3개월 집주인확인 6건
매매6전세0월세211단기0","최대 4,950만원(VAT 별도)",0.9%
일반상가 윤빌딩,월세,"2억 9,000/2,900","(-9431.55, -2376.05)",62.83855805558125,서울시 강남구 신사동,"실사진O,하우스도산인근,쇼룸 겸 사옥 추천,무권리,즉시입주",515㎡/515㎡(전용률100%),1/5층,없음,0원,북향(주된 출입구 기준),즉시입주,가능,정보 없음,11대,개별냉난방/도시가스,2001.03.14,제2종 근린생활시설,2326607207,"공간에 보다 높은 가치를 채웁니다.&010.4041.5055&&☆ Key Point ☆&보2억9천 /월2,900만/ 관리비 포함&전용155평 / 1층 + 2층 / 無권리/ 도산공원상권/ 업종협의 &&▨ 매물브리핑 ▨ &&▶ 임차 조건: 2억9천 / 2,900만원 /관리비 포함&▶ 해 당 층: 1층 + 2층&▶ 면 적 : 전용 155평&▶ 구 조 : 1홀 + 내부 남/여 화장실&▶ 권 리 금 : 無&▶ 위 치 : 하우스도산 인근&▶ 냉 난 방 : 개별냉난방기 완비&▶ 입주 시기 : 빠른 입주 가능&&&&▨ 매물평 ▨&&- 하우스 도산 인근 &- 인근 보기 드문 대형평형&- 편리한 자주식 주차&- 1층 쇼룸 겸 사옥 용도로 추천& &하우스 도산 인근의 &1+2층 연층 임차 상가 소개드립니다.&근방 보기 드문 대형 평수로 &현재 공실 상태, 빠른 입주 가능합니다.&&1층 60평, 2층 70평 2개층 임차 조건이며&현재 건물 내 3층과 4층도 공실로 함께 임차 가능합니다.&(1층~4층 사용시 보증금 5억/ 월세 5천만원)&&건물 외관 통창으로 &간판/썬팅으로 광고 효과 극대화 할 수 있을 듯합니다.&&1층 쇼룸으로 사용하시면서 &사무실 같이 사용하실 대표님께 추천드립니다.&&& ◈ 부동산채움 공인중개사사무소 ◈&▷소 재 지: 서울 강남구 압구정로 134 , 1층 4호& (신사동, 타워빌딩)&▷등록 번호: 11680-2021-00369 &▷담 당: 황윤정 실장 010-4041-5055","부동산채움공인중개사사무소길찾기
대표황윤정등록번호
소재지
서울특별시 강남구 신사동 549-1 타워빌딩 1층 4호
전화010-4041-5055,010-4041-5055
최근 3개월 집주인확인 6건
매매6전세0월세211단기0","최대 2,871만원(VAT 별도)",0.9%
일반상가,월세,"6,000/400","(-9502.54, -2459.61)",240.72664864755447,서울시 강남구 신사동,-,182.59㎡/181.5㎡(전용률99%),B1/5층,없음,85만원,남동향(주된 출입구 기준),즉시입주 협의가능,불가능,정보 없음,-,개별난방/도시가스,2001.11.20,제1종 근린생활시설,2330962533,6000/400 관리비85 지하1층 55평 상가및사무실 즉시입주&주차1대무료 대로변&신사동 지하1층 55평상가및사무실&문의 02-543-2072 (전화항시가능)&&# 다른 지역이나 원하시는 매물도 상담해드립니다,"티아공인중개사사무소길찾기
대표강다연등록번호
소재지
서울특별시 강남구 청담동 34-6 이경빌딩 1층
전화02-543-2072
최근 3개월 집주인확인 369건
매매169전세264월세456단기23",최대 414만원(VAT 별도),0.9%
일반상가,월세,"6,000/400","(-9502.54, -2459.61)",240.72664864755447,서울시 강남구 신사동,신구중학교 옆. 언주로 대로변. 무권리. 높은층고.즉시입주,182.59㎡/182.59㎡(전용률100%),B1/5층,없음,85만원,남동향(주된 출입구 기준),즉시입주,가능,정보 없음,1대,개별난방/-,1990.11.28,제1종 근린생활시설,2331034986,=★ 매물 기본 Check! ★=&&▣ 보증금: 5천만원 / 월세: 400만원 / 관리비:85만원&&▣ 권리금: 없음&&▣ 전용: 약 50평&&▣ 층수: 지하1층&&&=★ 상세정보 Check! ★=&&▣ 공간&=원상복구된 화이트 실내&=층고 3.7m 높은 층고 개방감 좋음&=인테리어 하기 좋은 직사각형 구조&&&▣ 엘리베이터: X&&▣ 주차: 1대&&▣ 화장실: 실외 화장실&&▣ 추천&신구중학교 바로 옆/ 언주로 대로변에 위치하여 가시성과 유동성을 &다 잡을 수있는 장점. 공간구조와 층고의 이점을 살려서&스튜디오. 실내체육시설. 판매샵. 일반사무실등 적극 추천합니다!!&&&===========================================&※ 직접 살피고 찍어온 100% 실사진 / 실매물 광고입니다. &============================================&& 신규창업 / 이전/ 확장&지원부동산이 지원합니다.&■ 소속공인중개사 김설희 실장&☎ 010-8585-8865&&■ 지원 공인중개사 사무소&등록번호: 11680-2022-00418&대표공인중개사 조영홍 050713635263,"지원공인중개사사무소길찾기
대표조영홍등록번호
소재지
서울 강남구 강남대로156길 12 4층 D47호
전화0507-1363-5263,010-8585-8865
최근 3개월 집주인확인 37건
매매5전세1월세140단기0",최대 414만원(VAT 별도),0.9%
단지내상가,월세,"6,000/400","(-9502.54, -2459.61)",240.72664864755447,서울시 강남구 신사동,층고 3.7M 천장노출,308.09㎡/182.59㎡(전용률59%),B1/5층,시세 대비 30% 미만,85만원,남향(주된 출입구 기준),즉시입주,가능,정보 없음,4대,개별난방/-,1990.11.28,제2종 근린생활시설,2330549510,🔥가치있는선택🔥&&🔥상가전문중개🔥&&🔥누구보다빠름🔥&&🔥시간낭비줄임🔥&&🔥찐진정성중개🔥&&🔥실매실력신뢰🔥,"택스앤리얼티세무사부동산중개
대표유진우등록번호
소재지
서울특별시 강남구 역삼동 640-3 101호
전화02-557-0312",최대 414만원(VAT 별도),0.9%
일반상가,월세,1억/693,"(-9483.62, -2423.16)",173.10782067197547,서울시 강남구 신사동,midas 압구정로데오역 글라스룸3 탕비실 화이트톤 밝은사무실,462㎡/277㎡(전용률60%),7/7층,없음,378만원,서향(주된 출입구 기준),즉시입주,가능,-,33대,개별냉난방/전기,1996.07,제1종 근린생활시설,2330442133,"㈜마이다스부동산중개법인 소속공인중개사,박전무/직통 02-511-1020& 소속공인중개사,박전무/직통 02-511-1020&◈ Key-Point &▶ 위치 : 압구정로데오역 도보10분 &▶ 평수 : 전용 84평 &▶ 해당층수 : 7층 전부&▶ 보증금: 1억 월세: 693만 관리비: 378만&▶ 화이트톤 인테리어사무실 글라스룸3 탕비실 &▶ 개별냉난방(천장형시스템냉난방)&▶ 외부남녀분리화장실&▶ 주차 : 4대&▶ 회계, 법률, 투자, 무역, 광고, 마케팅, 디자인, IT등 다양한 업종 가능&----------------------------------------------------------&★ㅣ매물번호ㅣ 알려주시면 빠른 상담 가능합니다 ★&㈜마이다스부동산중개법인/9250-10238 소속공인중개사,박전무/직통 02-511-1020& 소속공인중개사,박전무/직통 02-511-1020","(주)마이다스부동산중개법인길찾기
대표박재현등록번호
소재지
서울특별시 강남구 논현동 278-19
전화02-511-1020
최근 3개월 집주인확인 278건
매매27전세7월세2393단기2","최대 713만 7,000원(VAT 별도)",0.9%
대형사무실,월세,1억/693,"(-9483.62, -2423.16)",173.10782067197547,서울시 강남구 신사동,성수대교 교차로 대로변 압구정 대형사무실,359.66㎡/277.69㎡(전용률77%),7/7층,없음,378만원,남서향(주된 출입구 기준),즉시입주,가능,-,33대,개별냉난방/전기,1996.07.03,제2종 근린생활시설,2330526878,"다온부동산중개사무소&☎ 02-558-1302&📞 010-9156-1302&&──────────────────────&&【 상세설명 】&&위치 : 압구정로데오역 도보 8분이내&&면적 : 전용 약 84평&&층수 : 지상 7F │ E/V 有&&주차 : 무료 4대 (추가협의)&&개별천정형냉난방기 ㅣ 외부남녀화장실&&발렛 가능하고 대로변 주차 4대 물건 입니다.&&──────────────────────&고객을 위해 최선을 다하겠습니다. &진심과 열정을 보여드리는 DAON 입니다.&편하게 연락주세요 :-)&&#다온부동산중개사무소 &서울시 강남구 역삼동 625-10, B103호&☎ 02 - 558 -1302&📞 010-9156-1302","다온부동산중개사무소
대표박대건등록번호
소재지
서울특별시 강남구 역삼동 625-10 라이브 팰리스 B103호
전화02-558-1302,010-9156-1302","최대 713만 7,000원(VAT 별도)",0.9%
대형사무실 화경빌딩,월세,"10억/2억 3,000","(-9448.42, -2464.59)",173.71775629748726,서울시 강남구 신사동,-,정보 없음,정보 없음,없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,정보 없음,2330417976,"◈ 매물소개 ◈&&&√ 현 필지 외 필지 총 합산 면적 약 600평&√ 도산대로변 대형 쇼룸, 판매점 등 노출성 매우 좋은 자리&√ 성수대교 남단 40m 대로면 &√ 수익성 좋은 최고급 대형 필지&&&&&=================================================&&&&※ 이외에서 사정상 공개하지 못한 다수의 매물 확보중입니다. &※ 대형 프랜차이즈부터 소형 상가까지 20년 이상의 중개 경험으로 고객께 최선의 만족을 드릴 준비가 되어 있습니다.&&많은 연락 바랍니다.","(주)에이원빌딩부동산중개법인길찾기
대표박주성등록번호
소재지
서울특별시 강남구 논현동 142-0 영풍빌딩 3층
전화02-541-6733
매매8전세0월세15단기0","최대 2억 1,600만원(VAT 별도)",0.9%
대,월세,"1억 5,000/950","(-9545.2, -2456.25)",310.21034096111424,서울시 강남구 신사동,-,357㎡/357㎡(전용률100%),6/7층,없음,413만원,동향(주된 출입구 기준),즉시입주,가능,정보 없음,20대,개별난방/전기,2004.09.21,제1종 근린생활시설,2330241933,"💢매물정보💢&➕위치 : 압구정역 도보 7분, 성수대교남단 대로전면 &➕면적 : 실평수 약108평 (6층 전체) &➕보증금 : 15,000만원&➕임대료 : 950만원&➕관리비 : 413만원&➕시설 : 의원 운영 시설& ◎홀_ 진료실 多_ 탕비실 _ 외부 남녀 분리 화장실 & ◎청장형 시스템_ 인테리어 조명& ◎높은 층고& ◎엘리베이터 有, 전망과 채광 좋은 6층 & ◎무료주차1 &➕입주 :협의 입주 가능 &&&💢특징💢&1️⃣ 디자인 빌딩 6층_ 무권리&2️⃣ 병의원 최적입지_ 인근 메디컬 및 대형오피스 多 &3️⃣ 엘리베이터 및 냉난방시설 완비된 메디컬빌딩 &&&&※ 본 건물 입주 시 좋은 혜택으로 조율 하겠습니다.&※ 내부 답사 필요 시 언제든지 가능합니다.&※ 필요하신 정보 언제든지 요청주세요 (카카오톡 : koree123x)&&&&&&━🌐━🌐━🌐━🌐━🌐━🌐━🌐━🌐━🌐━🌐━&좋은 자리만 추천드립니다.&언제든지 연락주시면 상세 안내드리겠습니다.&대표 공인중개사 안혁준 010 3833 1467&& ◈부동산 다움 공인중개사사무소◈ & 소재지: 서울 강남구 압구정로 134, 타워빌딩 1층 & 등록번호: 11680-2021-00537 & 대표자 : 안혁준 010.3833.1467 / 02.555.1165 &━🌐━🌐━🌐━🌐━🌐━🌐━🌐━🌐━🌐━🌐━","부동산다움
대표안혁준등록번호
소재지
서울특별시 강남구 신사동 549-1 타워빌딩 104호 (신사동)
전화02-555-1165,010-3833-1467",최대 990만원(VAT 별도),0.9%
일반상가 병의원 및 대형사무실,월세,"1억 5,000/950","(-9545.2, -2456.25)",310.21034096111424,서울시 강남구 신사동,성수대교남단 대로변 수려한외관 가시성최상 대형평수 병원건물,357.23㎡/330.58㎡(전용률93%),6/7층,없음,413만원,동향(주된 출입구 기준),즉시입주,가능,-,20대,개별난방/전기,2004.09.21,제1종 근린생활시설,2329986570,■ 물건정보 ■&&▷ 위치 : 성수대교 남단 언주로 대로변&▷ 층수 : 6층&▷ 면적 : 100평&▷ 보증금 : 1억5000만원&▷ 임대료 : 950만원&▷ 관리비 : 413만원&▷ 권리금 : -&▷ 주차여부 : 무료 1대 + 발렛&▷ 엘리베이터 : O&▷ 입주가능일 : 협의&&- 성수대교 남단 언주로 대로변 위치&- 접근성 좋고 수려한 외관으로 가시성 우수한 건물&- 층고가 높아 공간감 매우 우수&- 주차 조건 우수!!&- 1층 약국 입점 건물로 병원 적극 추천&- 병원 외 다양한 업종 협의 가능합니다.&&&* 모든 매물은 직접 확인하여 올리는 실매물입니다.&* 의뢰인 요청으로 광고하지 못하는 매물이 많습니다. &* 희망하시는 임대 조건에 맞는 최적의 매물 추천해드리겠습니다.,"뉴스공인중개사사무소길찾기
대표김건오등록번호
소재지
서울특별시 강남구 선릉로 844 1층 1호 (청담동) (청담동)
전화02-3443-0531,010-8855-0531
최근 3개월 집주인확인 20건
매매15전세4월세180단기0",최대 990만원(VAT 별도),0.9%
